Winner,Leader,Chairman,Power,Close2,Close5,Close10,ItemProxy,UnitemProxy,IEProxy,TotalInd,InState,MajorityPrev,Seat,VAP,CPO,CongYear,ID2,ItemInd,Office,AcceptPACs,LeadershipCom,Leadership,Ecn,Tax,Pri,Egw,Lib,Hsc,Int,Way,Vet,Sta,Bus,Rul,Sci,Tra,Nat,Jud,Adm,Gov,For,Ene,Edu,Bud,Ban,Arm,App,UnitemAgainst,ItemAgainst,UnitemFor,UnitemInd,GeneralTurnout,ReportedTotal,CID,ReportedInd,TotalPACs,ItemPACs,UnitemPACs,PrimaryTurnout,IEAgainst,State,District,FECCandID,Incumbent,Open,CandName,Agr,Party,ItemFor,Primary,IEFor,PrimaryPerc,General,GeneralPerc,party,Challenger,congyear
0,0,0,0,0,0,0,0,0,0,306731,99250,1,0,536449,C,2008,,249627,NJ04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57104,306551,37800,N00029330,382632,27100,20733,5863,29932,0,NJ,04,H8NJ04147,0,0,"Zeitz, Joshua M.",0,D,0,13114,0,1,100036,.326327430019801,1,1,1
0,0,0,0,0,0,0,0,0,0,359678,228317,0,0,523498,C,2010,,293367,PA13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,66311,210697,29775,N00031338,302682,25396,20499,4884,,0,PA,13,H0PA13080,0,0,"Adcock, Carson Dee",0,R,48,1,993,1,91987,.43658428928746,2,1,2
0,0,0,0,0,0,0,0,0,0,8912,4784,0,0,535181,C,2008,,4784,MS04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4128,290519,3449,N00029701,5884,2000,1952,48,79807,0,MS,04,H8MS04420,0,0,"McCay, John, III",0,R,0,1,0,1,73977,.25463739032559,2,1,1
0,0,0,0,0,0,0,0,0,0,427369,268353,1,0,482782,C,2010,,291503,MN03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,135866,274092,76000,N00031391,309209,73800,26409,45543,,0,MN,03,H0MN03090,0,0,"Meffert, Jim",0,D,7,1,906,1,100240,.3657166206967,1,1,2
0,0,0,0,1,1,1,642422,420906,1076239,1341167,448655,0,0,490502,C,2010,,831173,PA12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814973,993471,71537,509994,185226,581647,N00030846,845125,560472,418853,136694,,1945047,PA,12,H0PA12090,0,0,"Burns, Tim",0,R,69414,1,378812,1,91170,.492209517022448,2,1,2
0,0,0,0,0,0,0,0,0,0,5392,1100,1,0,530890,C,2012,,2100,PA01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3292,277102,3500,N00001570,2100,2500,1454,1041,53082,0,PA,01,H8PA01187,0,0,"Featherman, John",0,R,0,10288,0,.998931935139334,41708,.150514972825891,2,1,3
0,0,0,0,0,0,0,0,0,0,119832,84540,0,0,485860,C,2010,,86540,NC01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33292,174161,1300,N00031512,89593,35,12,23,,0,NC,01,H0NC01069,0,0,"Woolard, Ashley",0,R,2,1,4,1,70867,.40690510504648,2,1,2
1,0,0,0,0,0,1,851310,381934,1235648,1128062,576403,1,1,709827,C,2008,,927172,NV03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211052,367020,395386,200890,349812,687005,N00030191,965130,618789,317545,299181,53141,581162,NV,03,H8NV03036,0,0,"Titus, Dina",0,D,872775,22232,1282135,.847094684701848,165912,.474289046687935,1,1,1
0,0,0,0,0,0,0,0,0,0,49471,21450,1,0,566070,C,2008,,35500,GA03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13971,342580,2500,N00030178,35525,2000,930,1069,74112,0,GA,03,H8GA03028,0,0,"Camp, Stephen",0,D,0,18984,0,1,117522,.343049798587191,1,1,1
0,0,0,0,0,0,0,0,0,0,49662,22197,0,0,465649,C,2010,,24697,AZ04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24965,91907,5015,N00031588,27796,6250,2203,4046,,0,AZ,04,H0AZ04493,0,0,"Contreras, Janet",0,R,0,1,194,1,25300,.275278270425539,2,1,2
0,0,0,0,0,0,1,0,0,146,1274470,743434,1,0,643191,C,2010,,1030202,CA45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31291,244268,206801,318776,N00030634,1272885,320664,137248,182587,,0,CA,45,H0CA45053,0,0,"Pougnet, Steve ",0,D,26643,1,78696,1,87141,.421376105531405,1,1,2
0,0,0,0,0,0,0,12000,0,12000,244621,165959,1,0,556793,C,2012,,186959,NY03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57662,273171,7800,N00031635,215385,8000,1653,6347,,102,NY,03,H0NY02176,0,0,"Labate, Stephen A.",0,R,0,1,0,1,113203,.4144,2,1,3
0,0,0,0,0,0,0,0,0,0,11419,4838,1,0,529192,C,2012,,4838,IL03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6581,246398,75,N00033883,6470,0,0,0,86200,0,IL,03,H2IL03121,0,0,"Grabowski, Richard L.",0,R,0,20895,0,.593523647209203,77653,.315152720395458,2,1,3
1,0,0,0,0,1,1,1077358,656130,2292673,1211890,719782,0,1,516203,C,2010,,964543,MI07,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557462,1183526,360495,247347,225669,490589,N00026368,921387,487479,363724,119751,,3870440,MI,07,H4MI07103,0,0,"Walberg, Tim",0,R,525908,1,908923,1,113185,.5015531597162221,2,1,2
1,0,0,0,1,1,1,2353171,900227,3311054,3576797,1968072,0,1,561478,C,2012,,2553085,FL18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7653,2124497,143384,1023712,330665,711253,N00033091,2903919,835838,409661,416423,95166,2132150,FL,18,H2FL22072,0,0,"Murphy, Patrick ",0,D,184498,26791,381604,.796924266761854,166257,.502795881027626,1,1,3
0,0,0,0,0,0,0,0,0,0,6727,2295,0,0,518017,C,2012,,2585,TX26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4142,258723,2850,N00033724,2686,2600,1219,1379,37287,0,TX,26,H2TX26168,0,0,"Sanchez, David",0,D,0,3682,0,1,74237,.286936221364162,1,1,3
1,0,0,0,0,0,1,2392420,1401114,4613075,750060,315765,0,1,517218,C,2012,,500378,MN08,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570294,1439115,248746,249682,353663,432914,N00021207,587229,410308,181371,227390,74900,3714760,MN,08,H2MN08111,0,0,"Nolan, Richard",0,D,295438,20840,606647,.382884124271987,191976,.542821838869206,1,1,3
0,0,0,0,0,0,0,0,0,0,39462,28600,1,0,559788,C,2012,,29100,KY03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10362,322656,5000,N00032265,31850,7000,5380,1605,50351,0,KY,03,H0KY03226,0,0,"Wicker, Brooks",0,R,0,1,0,1,111452,.345420509768918,2,1,3
0,0,0,0,0,0,0,0,0,0,90492,65350,0,0,571510,C,2012,,72600,NJ11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17892,309899,6755,N00034643,78990,2750,1121,1629,44218,0,NJ,11,H2NJ11111,0,0,"Arvanites, John",0,D,0,13387,7042,1,123935,.399920619298546,1,1,3
0,0,0,0,0,0,0,0,0,0,157079,100053,1,0,517092,C,2008,,113603,OH12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43476,360388,30263,N00029826,110468,32561,10808,21733,165708,0,OH,12,H8OH12107,0,0,"Robinson, David",0,D,0,48873,0,.511346872155435,152234,.422416950619887,1,1,1
1,0,0,0,0,0,1,209052,130464,341814,801475,554789,0,1,562619,C,2010,,660389,MS04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59860,96211,32443,141086,203384,258161,N00031958,675600,278650,197522,67463,,156326,MS,04,H0MS04120,0,0,"Palazzo, Steven",0,R,51986,1,92088,1,105613,.5192788026590101,2,1,2
0,0,0,0,0,0,1,3964,2466,6440,2490450,291370,1,0,620225,C,2010,,802771,SC02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14113,1687679,259672,304984,N00030165,1126365,311527,121953,189109,,0,SC,02,H8SC02080,0,0,"Miller, Rob",0,D,21161,1,35992,1,113625,.43757124372285,1,1,2
0,0,0,0,0,0,0,0,0,0,99226,50062,0,0,545829,C,2010,,50062,CA01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49164,234592,2536,N00032177,57884,4254,1755,2499,,0,CA,01,H0CA01148,0,0,"Hanks, Loren",0,R,0,1,0,1,72803,.310338800982131,2,1,2
0,0,0,0,0,0,0,0,0,0,70762,39883,1,0,516447,C,2008,,39883,NY23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30879,218925,5000,N00029406,65557,5500,3658,1837,,0,NY,23,H8NY23100,0,0,"Oot, Michael P.",0,D,0,1,0,1,75871,.346561607856572,1,1,1
1,0,0,0,0,0,0,791964,490234,2449893,1252955,907469,0,1,491411,C,2010,,1108869,OH16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1775889,1002308,62850,144086,220137,515359,N00031127,1040326,523077,404670,115853,,3619666,OH,16,H0OH16097,0,0,"Renacci, Jim",0,R,68235,1,155719,1,114652,.520821125026688,2,1,2
0,0,0,0,0,0,1,420736,242097,665659,552857,318383,0,0,507950,C,2008,,458233,NH01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389696,861644,58305,94624,341071,552244,N00025059,470631,542456,399223,139208,57579,1253216,NH,01,H2NH01130,0,0,"Bradley, Jeb",0,R,65223,18559,123948,.5103954677960511,156338,.458373769684318,2,1,1
1,0,0,0,0,0,1,920030,300026,1731705,1398734,970287,0,1,534115,C,2010,,1161189,NY20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266284,437990,38987,237545,237352,399108,N00031998,1067274,373979,307019,63417,,705419,NY,20,H0NY20095,0,0,"Gibson, Christopher P.",0,R,53002,1,99796,1,130176,.548451245407665,2,1,2
0,0,0,0,0,0,0,0,0,0,8027,4050,0,0,553196,C,2012,,4050,NY02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3977,242943,3649,N00034763,4050,1450,204,1246,,0,NY,02,H2NY02081,0,0,"Falcone, Vivianne C.",0,D,0,1,0,1,100545,.4139,1,1,3
0,0,0,0,0,0,0,0,0,0,32088,12670,0,0,544016,C,2012,,13420,IL16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18668,294090,1450,N00034785,16147,0,0,0,84435,0,IL,16,H2IL16057,0,0,"Rohl, Wanda",0,D,0,1,0,1,112301,.381859294773709,1,1,3
0,0,0,0,0,0,0,40886,18341,60568,696411,382099,1,0,604862,C,2008,,539099,NV02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10006,17400,18700,157312,329520,368615,N00027763,578608,372022,168043,203199,50121,27523,NV,02,H6NV02180,0,0,"Derby, Jill",0,D,41477,1,73606,1,136548,.414384559359068,1,1,1
0,0,0,0,0,0,0,0,0,0,19981,8137,0,0,582854,C,2012,,8637,NC03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11344,309885,2659,N00034372,9639,0,0,0,61810,0,NC,03,H2NC03087,0,0,"Anderson, Erik",0,D,0,1,0,1,114314,.368891685625313,1,1,3
0,0,0,0,0,0,0,0,0,0,13891,4700,1,0,520746,C,2010,,5700,PA05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8191,185512,10067,N00031776,7200,13000,1266,11657,,0,PA,05,H0PA05060,0,0,"Pipe, Michael",0,D,0,1,0,1,52375,.282326749752038,1,1,2
0,0,0,0,0,0,0,775206,0,775206,518983,370975,0,0,548276,C,2012,,422875,CA39,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96108,251967,50032,N00034000,449758,44008,10276,31678,94892,0,CA,39,H2CA39136,0,0,"Chen, Jay ",0,D,274449,28457,275074,.299888294060616,106360,.422118769521406,1,1,3
0,0,0,0,0,0,0,0,0,4790,447835,155856,0,0,534090,C,2012,,157056,CO04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,290779,342336,149571,N00033380,465276,139570,37785,101751,70129,0,CO,04,H2CO04094,0,0,"Shaffer, Brandon",0,D,567,20671,11906,1,125800,.367475229014769,1,1,3
0,0,0,0,0,0,0,0,0,0,14925,12207,0,0,530983,C,2012,,13857,IN03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,280235,12058,N00027574,29002,9500,2927,6131,87335,0,IN,03,H6IN00027,0,0,"Boyd, Kevin R.",0,D,0,5985,0,.477920626048072,92363,.32959123592699,1,1,3
0,0,0,0,1,1,1,0,0,443959,991626,714386,0,0,507384,C,2010,,848786,PA04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33095,142840,237785,105700,N00031253,854835,95222,69842,19968,,0,PA,04,H0PA04220,0,0,"Rothfus, Keith",0,R,55480,1,104113,1,116958,.491864499442774,2,1,2
0,0,0,0,0,0,0,0,0,0,191789,102508,1,0,615530,C,2008,,120708,CA45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71081,266192,83926,N00029653,133574,79772,27873,51847,73647,0,CA,45,H8CA45114,0,0,"Bornstein, Julie",0,D,0,18479,91,.60980760980761,111026,.417089920057703,1,1,1
0,0,0,0,0,0,0,0,0,0,6330,5000,0,0,529641,C,2008,,5000,NC02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,298430,0,N00028274,5000,0,0,0,,0,NC,02,H6NC02106,0,0,"Mansell, Dan",0,R,0,1,0,1,93323,.31271319907516,2,1,1
0,0,0,0,0,0,0,0,0,0,380835,210195,0,0,584911,C,2012,,238794,VA09,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8758,142041,301658,21779,N00034572,286271,19850,5118,12731,,0,VA,09,H2VA09077,0,0,"Flaccavento, Anthony J.",0,D,16175,1,25010,1,116400,.385867439285549,1,1,3
1,0,0,0,1,1,1,0,0,1085,572396,426691,0,1,540083,C,2010,,497611,IL08,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,74785,202435,62643,N00004723,453775,79843,55199,24626,,0,IL,08,H0IL08090,0,0,"Walsh, Joe ",0,R,2,1,1303,1,98115,.484674092918715,2,1,2
0,0,0,0,0,0,0,0,0,0,7899,3250,1,0,551606,C,2012,,4000,CA05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3899,272417,0,N00034488,5700,500,17,483,132619,0,CA,05,H2CA05095,0,0,"Loftin, Randy",0,R,0,22137,0,.166921783454859,69545,.255288766853757,2,1,3
0,0,0,0,0,0,0,0,0,0,7006,1500,0,0,558247,C,2012,,1500,TN02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5506,264505,2599,N00011050,1500,0,0,0,49188,0,TN,02,H2TN02021,0,0,"Goodale, Troy Christopher",0,D,0,5617,0,1,54522,.206128428574129,1,1,3
0,0,0,0,0,0,0,0,0,0,146297,103944,0,0,559485,C,2010,,110844,CT03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35453,220661,14850,N00000634,116994,9750,7023,2689,,0,CT,03,H0CT03106,0,0,"Labriola, Jerry, Jr.",0,R,0,1,0,1,74107,.335840950598429,2,1,2
1,0,0,0,0,0,0,336238,209837,549773,1911383,1268383,0,1,486938,C,2010,,1656663,NM02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187744,553159,46575,254720,169762,479405,N00012672,1703764,514806,383617,128171,,1513934,NM,02,H2NM02126,0,0,"Pearce, Steve",0,R,57784,1,111187,1,94053,.554028581190137,2,1,2
0,0,0,0,0,0,0,0,0,0,3021,1250,1,0,598158,C,2010,,1250,TX12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1771,152917,0,N00029759,1250,0,0,0,,0,TX,12,H8TX12058,0,0,"Smith, Tracey",0,D,0,1,0,1,38434,.251338961658939,1,1,2
0,0,0,0,0,0,0,0,0,0,1843,1010,0,0,527132,C,2012,,1010,KS04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,258922,0,N00032463,1260,0,0,0,76037,0,KS,04,H0KS04101,0,0,"Tillman, Robert Leon",0,D,0,11224,0,.708496401969448,81770,.315809394334973,1,1,3
0,0,0,0,0,0,0,0,0,0,202961,51812,0,0,533000,C,2010,,127072,NY15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75889,113686,17852,N00031402,128225,14703,6550,8138,,0,NY,15,H0NY15111,0,0,"Faulkner, Michel J.",0,R,0,1,0,1,11754,.103390039230864,2,1,2
1,0,0,0,0,0,1,418487,240648,662196,956240,879855,0,1,517611,C,2008,,927513,LA06,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216044,481610,44207,28727,312416,252094,N00030245,957880,257998,189580,65859,,698719,LA,06,H8LA00017,0,0,"Cassidy, William ""Bill""",0,R,113862,1,158217,1,150332,.481191744340879,2,1,1
1,0,0,0,0,0,0,0,0,0,59515,19651,1,0,549130,C,2012,14863,38561,NJ04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20954,306249,1250,N00034531,43427,1000,692,308,37839,0,NJ,04,H2NJ04165,1,0,"Smith, Christopher H.",0,R,0,21520,7001,.836410276341871,195146,.637213509268602,2,1,3
0,0,0,0,0,0,0,0,0,0,26445,14700,1,0,578044,C,2012,,21450,PA14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4995,327634,8050,N00034125,25850,8500,4080,4406,79117,0,PA,14,H2PA14084,0,0,"Lessmann, Hans F.",0,R,0,15936,0,.986077594208279,75702,.231056605846768,2,1,3
0,0,0,0,0,0,0,0,0,0,21804,6745,1,0,573987,C,2010,,6745,CA41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15059,202286,7435,N00029366,10525,7134,1460,5674,,0,CA,41,H8CA41113,0,0,"Meagher, Pat",0,D,0,1,0,1,74394,.367766429708433,1,1,2
0,0,0,0,0,0,0,0,0,0,17540,5250,1,0,456688,C,2008,,5250,NE01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12290,262820,3175,N00029869,5600,3025,1312,1588,73738,0,NE,01,H8NE01073,0,0,"Yashirin, Max",0,D,0,26332,0,1,77897,.296389163686173,1,1,1
0,0,0,0,0,0,1,0,0,585207,332054,254337,0,0,521023,C,2010,,288791,NC08,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169264,1218564,35848,43263,167442,135945,N00031579,282155,132994,97863,34521,,2390626,NC,08,H0NC08197,0,0,"Johnson, Harold",0,R,51978,1,95292,1,73129,.436742274936993,2,1,2
0,0,0,0,0,0,0,0,0,0,901446,562727,0,0,502309,C,2008,,682327,PA04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58037,219119,333947,372462,N00009715,760537,375698,276494,92192,154903,0,PA,04,H0PA04154,0,0,"Hart, Melissa",0,R,66115,42854,125697,1,147411,.441420345144589,2,1,1
0,0,0,0,0,0,0,0,0,0,616089,541592,0,0,556193,C,2012,,590192,CA45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25897,293231,2900,N00033379,603943,4050,474,3576,106542,0,CA,45,H2CA48087,0,0,"Kang, Sukhee",0,D,8000,35182,8006,.330217191342381,121814,.41541992490562,1,1,3
0,0,0,0,0,0,1,28340,29767,280330,409843,257020,0,0,474101,C,2010,,304932,IA02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228372,367056,111043,104911,227175,139988,N00029495,311313,160598,114042,46078,,603313,IA,02,H8IA02043,0,0,"Miller-Meeks, Mariannette",0,R,41668,1,166566,1,104319,.459201056454275,2,1,2
0,0,0,0,0,1,1,31644,221,628159,897247,626476,0,0,577950,C,2010,,672927,WA02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232022,372921,45322,224320,303963,165100,N00009760,712056,183121,116317,54263,,608829,WA,02,H0WA02098,0,0,"Koster, John",0,R,57786,1,111227,1,148722,.489276655382399,2,1,2
1,0,0,0,0,0,0,385,57242,66292,1740228,548436,0,1,559605,C,2012,,1707056,MD06,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42446,33172,309549,490746,N00033897,1618980,492860,285521,204605,78063,21,MD,06,H2MD06195,0,0,"Delaney, John ",0,D,45940,20414,106916,.541657822118446,181921,.5876969397413661,1,1,3
1,0,0,0,0,0,0,479794,154359,888153,1524739,1284264,0,1,572367,C,2010,,1354564,TX17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240703,386874,36616,170175,172642,329734,N00031545,1352220,372017,267991,102355,,628602,TX,17,H0TX17104,0,0,"Flores, Bill",0,R,47102,1,87998,1,106696,.61801879032912,2,1,2
0,0,0,0,0,0,1,0,0,0,292070,195802,0,0,528249,C,2012,,217252,MI03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5735,36758,0,74818,326283,132550,N00034405,254124,133400,41129,92165,73864,42493,MI,03,H2MI03148,0,0,"Pestka, Steve",0,D,0,13414,816,.59001539476578,144108,.441665670598836,1,1,3
0,0,0,0,0,0,0,0,0,0,173880,40173,0,0,488960,C,2008,,149043,NY27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24837,249545,10500,N00029879,141488,10000,8395,1603,,0,NY,27,H8NY27093,0,0,"Humiston, Daniel J.",0,R,0,1,0,1,56354,.225827005149372,2,1,1
0,0,0,0,0,0,0,0,0,0,13211,9292,1,0,553328,C,2008,,9292,TX24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3919,270495,2500,N00029772,12860,4500,2744,1741,79544,0,TX,24,H8TX24087,0,0,"Love, Tom",0,D,0,49166,0,1,111089,.410687813083421,1,1,1
0,0,0,0,0,0,0,0,0,0,7303,5600,1,0,566983,C,2008,,5600,TX12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,268754,2500,N00029759,8100,4500,2744,1741,98349,0,TX,12,H8TX12058,0,0,"Smith, Tracey",0,D,0,48975,0,1,82250,.306041956584832,1,1,1
0,0,0,0,0,0,0,0,0,0,4658,1250,0,0,534770,C,2012,,1250,TX08,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3408,251052,2178,N00033835,3325,0,0,0,69336,0,TX,08,H2TX08083,0,0,"Burns, Neil",0,D,0,5789,0,1,51051,.203348310310215,1,1,3
0,0,0,0,0,0,0,0,0,0,45954,18199,1,0,559681,C,2008,,25749,VA07,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,20205,372337,3200,N00029785,36289,12410,3296,9104,,0,VA,07,H8VA07045,0,0,"Hartke, Anita",0,D,186,1,301,1,138123,.370962327139124,1,1,1
0,0,0,0,0,0,0,0,0,0,5706,3100,0,0,520924,C,2012,,3100,GA11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606,287351,0,N00034843,3350,0,0,0,107694,0,GA,11,H2GA11206,0,0,"Thompson, Patrick",0,D,0,14162,0,1,90353,.314434263322557,1,1,3
0,0,0,0,0,0,0,0,0,0,73660,24475,0,0,559748,C,2012,,36225,OH15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37435,333465,20800,N00034479,42042,21550,1461,19666,107677,0,OH,15,H2OH15087,0,0,"Lang, Pat",0,D,4,16483,737,.566776700364487,128188,.384412157197907,1,1,3
1,0,0,0,0,0,0,0,0,0,1164151,783413,0,1,604228,C,2008,,1111645,FL16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68036,151667,55134,52506,349247,575262,N00029018,1109310,605443,499344,99862,56179,220038,FL,16,H8FL16022,0,0,"Rooney, Tom",0,R,51466,20637,106639,.367343669342637,209874,.600932864133407,2,1,1
0,0,0,0,0,0,0,12846,5816,18662,1684946,75259,0,0,537542,C,2012,,557793,WI01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6425,1127153,365058,163512,N00033127,974471,152264,33948,118242,82280,0,WI,01,H2WI01084,0,0,"Zerban, Rob",0,D,1393,16265,7846,.998342744905475,158414,.433942003736393,1,1,3
